id,uuid,question,assessment_id,user_id,options,correct_answer,question_score,class_id,subject_id,is_synced,created_at,updated_at
919,7f457569-f336-4c73-8dd3-76dda1fd79a2,"Biblical references to midwifes have been seen to their honour as mentioned in the following books except",1,1,"[""Genesis 35: 17-18"", ""Exodus 15: 21"", ""Exodus 16:31"", ""Genesis 38: 28 - 30""]","Exodus 16:31",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
920,1abe8266-9938-4bc6-aa32-19dd22e0c5d5,"In ancient primitive society, th work of the midwife has both _____ and ____ aspect",1,1,"[""Technical and Societal"", ""Manual and Automatic"", ""Technical and Magical aspect"", ""Mystical and ancient aspect""]","Technical and Magical aspect",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
921,f3532619-e2ca-4c2f-bdbc-6460a56fe9ef,"The book ""woman as heater"" which described witch hunt as ""an evil"" that surpassed rational understanding was written by_______",1,1,"[""Sullivan N."", ""Jeane Terachberg"", ""Janet Sullivan"", ""Jeane Achterberg""]","Jeane Achterberg",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
922,584c253c-8143-48c0-8621-c11ff3564723,"______ article stated ""Today, profssional are responsible for sttending to women labour and birth""",1,1,"[""Janet Sullivan "", ""Sulivan N."", ""Jeane Achterbeg"", ""Sullivan B""]","Sulivan N.",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
923,36843f7d-c2c2-4a6a-bff6-7241f6df6dcc,"In the prehistoric time, ______ and ______ were responsible for conducting dlivery of babies",1,1,"[""Midwifes"", ""Husbands and female relations "", ""Nurses and Midwifes"", ""Gynaecologists and midwifes""]","Husbands and female relations ",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
924,b6d8a367-ee1d-4a59-99c2-818ecb528a08,"In 500BC, the following were the methods used by the untrained women in the delivery of babies except",1,1,"[""Mannual dilation of the cervix"", ""Massaging of the abdomen"", ""Moulding of the head"", ""Upward and downward rmoval of placenta""]","Upward and downward rmoval of placenta",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
925,deb86d97-5193-42fc-a2dc-a243053a4169,"The following are characteristics desired in a good midwife except",1,1,"[""Have good disposition"", ""loving her work"", ""respectable"", ""handicapped as regard to her senses""]","handicapped as regard to her senses",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
926,b3289f38-34bc-414d-b971-0f53e45888e9,"In the middle ages, the basis of pain in childbirth pointed to ",1,1,"[""Genesis 5: 16"", ""Genesis 3: 16"", ""Genesis 4: 15"", ""Exodus 2: 16""]","Genesis 3: 16",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
927,19e87794-decd-40e6-8577-0d29883bd321,"The division between surgeons and midwifes arose in the ______ century",1,1,"[""17th"", ""19th"", ""18th "", ""20th""]","18th ",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
928,d1cdafd3-2d13-481a-b466-23f0e255866a,"Majority of babies born to persons of means had a surgeon involved in the _____ century",1,1,"[""17th"", ""19th"", ""18th "", ""20th""]",19th,2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
929,dd4e24f7-60e0-48a9-8a20-e36f60a6b458,"A book of midwifery was written by Socrates and was passed down from generation to generation in the _____ and _____ century",1,1,"[""15th and 16th"", ""14th and 15th"", ""13th and 14th"", ""16th and 17th""]","15th and 16th",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
930,124e5f14-348c-4244-bb77-990856025fe9,"______ is regarded as the great master of British Midwifery to this day",1,1,"[""Ambrose James"", ""Willias Smellie"", ""Leonardo Da Vinci"", ""Chamberlean""]","Willias Smellie",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
931,85433363-a19c-407d-a190-e43588c3c505,"_______ assumes the family as the basic unit of society",1,1,"[""Patient Centered Care"", ""Maternity Care"", ""Family Centered Maternity Care"", ""Holistic Family Care""]","Family Centered Maternity Care",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
932,9a1601c4-5f89-41a7-b415-31e85bc8f3ad,"______is an essential concept of professional nursing/midwifery practice and laws",1,1,"[""Marriage"", ""Decision making"", ""Accountability"", ""Maternity Care""]",Accountability,2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
933,cdfbbffc-4a5c-47e7-b5e2-0e015ecc35d9,"The Nursing and Midwifery council of Nigeria was established by governmnent decree in ______",1,1,"[1979, 1970, 1968, 1972]",1979,2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
934,38046016-07fa-423e-ba74-c9390f217df7,"One of these is not a responsibility of the NMCN",1,1,"[""Maintains standards of practice"", ""Initiates mobilization in practice"", ""Enforces discipline within the profession"", ""Accredits education in Nursing and Midwifery""]","Initiates mobilization in practice",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
935,d2bf1a51-e1ef-4cf9-9e1e-a57465e946f6,"Laws that provide protection against claim of malpractice for medical practitioners are referred to as _____",1,1,"[""Midwifes Legal Coverage"", ""Good Samaritan Acts"", ""Legal Acts"", ""Standerdized laws""]","Good Samaritan Acts",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
936,56a4f74e-b277-4c20-83ee-2340898717db,"The parable of the good samaritan found in the bible is contained in ________",1,1,"[""John 11: 16 -22"", ""Mattew 8: 26 - 29"", ""Luke 10: 25 - 37"", ""Acts 9: 14 - 20""]","Luke 10: 25 - 37",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
937,6f4c610c-ffb3-4793-95e7-207806fbfc15,"One of these is a component of the good samaritan act",1,1,"[""Protection against Negligence"", ""Protection agains Litigation"", ""Provision of safe, competent practice"", ""Accurate documentation""]","Protection against Negligence",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
938,cf0ac363-f892-44f9-9801-4b628247b4cc,"One of the following is seen as an unprofessional conduct",1,1,"[""Breech of confidentiality"", ""Fraud"", ""Falsification of Clients records"", ""Discrimination""]","Falsification of Clients records",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
939,2cd902d8-36c9-4fda-b675-f0d3906cb60e,"One of the following is seen as an ethical conduct",1,1,"[""Falsiication of client records"", ""Breech of confidentiality"", ""Discrimination"", ""Practicing without license""]","Breech of confidentiality",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
940,c5527446-2443-4fb2-bc80-d2f2ad5d3874,"A civil wrong committed against a person or person's property is ______",1,1,"[""Tort"", ""Malpractice"", ""Libel"", ""Battery ""]",Tort,2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
941,45ce063e-8ba9-44a8-9935-51c5fb38d230,"_____ refers to the party/person that commits the tort",1,1,"[""Tort commiter"", ""Tort Feasor"", ""Tort Liable"", ""Torter""]","Tort Feasor",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
942,6ba8434e-a358-49bf-bf50-713b4bf97a1d,"A civil wrong resulting from an intentional act on the part of the tort feasor is referred to as .....",1,1,"[""tort liability "", ""intentional tort"", ""malpractice "", ""unintentional tort""]","intentional tort",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
943,ff7371c8-b30c-48f2-ae84-b15a9c43d01d,"_____ is carelessness by a professional that causes an injury both by omission or commision",1,1,"[""Negligence "", ""Malpractice "", ""Assault"", ""Battery""]","Malpractice ",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
944,2225984a-7e55-4834-b91f-7ac7b77041db,"All the following are nurse related felonies except",1,1,"[""Misuse of resources "", ""Misdemeanor "", ""Sexual assault "", ""Wrong administration of drugs""]","Misdemeanor ",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
945,073d53f2-7a9a-48ce-80ca-b3b58a2f23bd,"_____ is an offence of less serious nature than felony and is usually punishable by a fine or short term jail sentence or both",1,1,"[""Sexual assault "", ""Misdemeanor "", ""Battery "", ""Malpractice ""]","Misdemeanor ",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
946,c1351170-54fa-40af-9665-02994ab23dd1,"One of the following is not a nursing diagnosis of an attempted suicide patient   ",1,1,"[""Impaired social interaction "", ""Disturbed thiught process"", ""Deficient fluid volume"", ""Risk for violence""]","Deficient fluid volume",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
947,caaf9e3f-a1b4-40c2-bdf4-348d35043180,"The following are types of consent to disclosure of confidential information except",1,1,"[""Informed consent"", ""Third party"", ""Implied Consent"", ""Witheld Consent ""]","Witheld Consent ",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
948,b870d720-299d-41d7-ac1d-9e6d1b691ae4,"The police may examine client's records only if a warrant under the police and criminal evidence act ______ is obtained",1,1,"[1854, 1966, 1984, 1978]",1984,2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
949,cfd5cf3a-03c1-4d75-9748-70443af8ccd1,"The first obstetrician/gynaecologist was",1,1,"[""Leonardo da Vinci"", ""Ambrose P."", ""Soranus of Ephesus"", ""Hypocrates""]","Soranus of Ephesus",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
950,f127c729-3c72-4727-bf44-61879d37f8d4,"Who is the father of modern surgery?",1,1,"[""Leonardo da Vinci"", ""Ambeose P."", ""Soranus of Ephesus"", ""Williams Smellie""]","Ambeose P.",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
951,ef3507ef-b1ee-49f4-ae7d-4ae04dc27f0b,"During the era of progress, the urine of a pregnant woman was used to water weeds/barley. The plant's rapid growth indicated _____",1,1,"[""A baby girl"", ""A baby boy"", ""A twin"", ""Triplets""]","A baby girl",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
952,33fa0e49-5dad-4a34-8a72-e04c0f71753e,"The concept of natural child birth by Dr Grantly Dickread includes the folowing except ",1,1,"[""Rooming-in-concept"", ""Maternal deprivation "", ""Immunization "", ""Active management of labour""]","Immunization ",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
953,7203a0de-cbf8-46f5-b970-edbff9a6ca7a,"In 1927, Mrs Perigno assisted....... who was her uncle in training of 5 midwives who qualified in 1931",1,1,"[""Dr Dickson"", ""Dr Sapara"", ""Mr Abimbola"", ""Debu Ode""]","Dr Sapara",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
954,84be299f-02d5-49a7-abd3-153d74db976a,"Client's opinion about services can be obtained in clinical setting by all of the following ways except _____",1,1,"[""In-coming interviews"", ""Exit interviews"", ""Suggestion boxes"", ""Client survey ""]","In-coming interviews",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
955,e40bab37-1551-4815-b1ca-624f94bbdc13,"According to Shaw (1995), one of these is not a feature of the elements of quality health care.",1,1,"[""Accessibility "", ""Assessibiblity"", ""Acceptability "", ""Equitability""]",Assessibiblity,2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
956,1a029f03-d53f-4f12-aac5-ad1ae905a1a2,"Quality improvement in clinical nursing is a process consisting of ______ components  ",1,1,"[2, 3, 4, 5]",5,2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
957,4d091c31-8ff4-41bd-84f8-3611cfb73b4a,"One of the following is not a component of quality improvement in clinical nursing",1,1,"[""Audit"", ""Setting of standards"", ""Appropriateness "", ""Total Quality Management ""]","Appropriateness ",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
958,10f1d1bb-e033-45f8-b095-570f11f5d7e0,"Audit hax to be confirmed through all the folowing except _____",1,1,"[""Peer review of individual performance "", ""Quality Assurance "", ""Compliant Procedure"", ""Customer Satisfaction ""]","Quality Assurance ",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
959,9193647e-75c1-4732-b779-4817010906d9,"According to WHO parameters (1995),  dimensions of quality care include the following except",1,1,"[""Accessibility of care "", ""Appropriateness of care"", ""Assessibility of care"", ""Timeliness of care""]","Assessibility of care",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
960,ff9d1d78-325e-40b0-bcd4-0bc484fcc2a3,"One of these is not an element of quality care",1,1,"[""Assess the source of infection "", ""Recognise patient at risk for disease "", ""Make the appropriate diagnosis "", ""Carry out appropriate education ""]","Assess the source of infection ",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
961,2a01132f-45f7-4e32-b098-7988e25932e6,"All of the following are the core areas of quality care in clinical setting except",1,1,"[""Increasing clients Satisfaction "", ""Allowing clients do what they deem best"", ""Improving service providers knowledge"", ""Improving the capability of the facility ""]","Allowing clients do what they deem best",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
962,82e0551f-c217-4163-a3fa-afe9eec08cf3,"Evaluating or measuring the qulaity of person's performance against a set standard is what component of quality assessment?",1,1,"[""Audit"", ""Standard Development "", ""Credentialing "", ""Performance appraisal ""]","Performance appraisal ",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
963,e6de6033-5b4f-4621-bacd-5ba061872148,"A difficult situation in which there are are conflicting values, obligations or principles about resolution is called ______",1,1,"[""Ethics of Nursing problems"", ""Ethical Nursing Process"", ""Ethical dilemma"", ""Ethical care in Nursing""]","Ethical dilemma",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
964,38211521-9ecc-4d08-902d-0b15a9c063d8,"A systematic problem-solving approach of giving indiviualized care is called ______ ",1,1,"[""Nursing Approach"", ""Nursing Process"", ""Problem Solving"", ""Nursing Need identification ""]","Nursing Process",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
965,40411f15-6781-4ea1-aef1-82c23a3b6589,"Ethical mandate is based on the following except ",1,1,"[""Ethical Dilemma"", ""Ethical Principles"", ""Ethical decision making"", ""Respect for human dignity""]","Ethical Dilemma",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
966,69f14423-f7f3-40d0-b81d-643cd9520633,"The generally accepted care ethical principles in bio-ethical discussions are _____",1,1,"[""Justice"", ""Confidentiality "", ""Autonomy "", ""Beneficience""]","Confidentiality ",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
967,616313a9-1485-4cd3-a6ac-de4174acd910,"The ability of a person to make or excersise self determining choices is called",1,1,"[""Justice"", ""Non-maleficience"", ""Autonomy"", ""Beneficience""]",Autonomy,2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
968,22455a91-86d1-4110-8838-cc65efc18d22,"The duty to ""do no harm"" is a moral obligation we owe each other in the society. This is _______",1,1,"[""Autonomy"", ""Beneficience"", ""Justice "", ""Non-maleficience""]",Non-maleficience,2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
969,63d19cb2-333d-4e20-8fa3-586b7fad8b44,"_________ relates to actively promoting or doing good",1,1,"[""Non-maleficience "", ""Beneficience"", ""Autonomy "", ""Ethical principles ""]",Beneficience,2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
970,9037e8e2-c5bb-4a3a-a637-c2c3cf3bb1cd,"Part of the unique relationship every health care professional has with his/her client is _______",1,1,"[""Justice "", ""Truth Telling"", ""Confidentiality "", ""Respect for dignity ""]","Confidentiality ",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
971,7e4c2f53-d45b-4bf5-90d4-5eaaac93e6a8,"The process of resolving an ethical issue through critical and systemic analysis is called ______",1,1,"[""Ethical mandate"", ""Ethical Principle"", ""Ethical decision making"", ""Ethical Analysis ""]","Ethical decision making",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
972,f6b9bf5b-bc10-4523-8d25-16b9cdc25967,"Other principles that must also be considered in bio-ethical discussion are all of the following except one ",1,1,"[""Caring and competence in professional practice"", ""Informed choice and consent"", ""Truth-telling "", ""Confidentiality ""]","Caring and competence in professional practice",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
973,a8a97afb-1625-47e0-9ed2-0bb68328b8a2,"Background knowledge for understanding ethical dilemma is ________&",1,1,"[""Knowledge about bed making"", ""Knowledge of patients bill of rights"", ""Knowledge of ethics of nursing "", ""knowledge of injection safety""]","Knowledge of ethics of nursing ",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
974,e852aca4-1ad6-435d-af8f-3dec111168fe,"Components of ethical dilemma include all except",1,1,"[""Understanding your choice"", ""Accepting your choice"", ""Making your choice"", ""Appreciating your choice""]","Appreciating your choice",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
975,df80ee98-3e44-4712-8aa0-f5c31d840210,"A situation in which a choice has to be made between two courses of action either which entails transgressing a moral principle is called _______",1,1,"[""Ethical mandate"", ""Ethical Dilemma"", ""Ethical Principle"", ""Ethical Issues""]","Ethical Dilemma",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
976,5acd601b-ccba-43ba-b61a-c1fd5e7efa3b,"One of the following is correct ",1,1,"[""All solutions to an ethical dilemma are \"right\"  "", ""There is no \"right\" solution to an ethical dilemma"", ""Solutions of ethical dilemma do not transgress moral principle "", ""The components of ethical dilemma can be used anywhere in nursing""]","There is no ""right"" solution to an ethical dilemma",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
977,990c798a-42aa-47d9-96c5-429cfa3794b1,"When actions of nurses are influenced by their own benefits and values, this ethical dilemma is classified into______",1,1,"[""Quality versus Quantity"", ""Freedom vesus Control"", ""Truth-telling versus Deception "", ""Pro-life versus Pro-choice ""]","Pro-life versus Pro-choice ",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
978,c777bc20-dcbb-4767-b027-17f84982108a,"All are correct except",1,1,"[""Non-maleficience is duty to do no harm"", ""Non-maleficience is duty to do mild harm"", ""Non-maleficience is the duty each person owes others in the society "", ""Non-maleficience is not deliberately inflicting evil or harm on patients ""]","Non-maleficience is the duty each person owes others in the society ",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
979,9bd066c7-1bfc-4ea9-bfae-0979a5043f14,"Which of the following is correct ",1,1,"[""Non-maleficience and Beneficience means the same thing "", ""Non-maleficience is not doing harm while Beneficience is doing good"", ""Beneficience promotes the clients health and wellbeing"", ""Non-maleficience is the duty each person owes others in the society""]","Non-maleficience and Beneficience means the same thing ",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
980,20f501bc-dd4b-4ebb-a0b0-e9e6638274a9,"As health care providers, we should act justly towards all clients and ensure that each person has what is due or owed ot him/her. This is ________ ",1,1,"[""Autonomy"", ""Beneficience "", ""Justice "", ""Confidentiality ""]","Justice ",2,2,8,0,"2023-09-20 15:27:33","2023-09-20 15:27:33"
981,70530721-14be-4f02-bded-e0952b7dabbe,"When a client is made to choose an option without knowledge, the client is robbed of ______",1,1,"[""Justice"", ""Informed consent"", ""Autonomy "", ""Truth-telling ""]","Autonomy ",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
982,20794011-b5da-4c8b-8152-431a7004b879,"Giving sufficient information at a level the individual can comprehend and adequate time for deliberation and clerification is ________",1,1,"[""Beneficience "", ""Valid consent"", ""Truth-telling "", ""Confidentiality ""]","Valid consent",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
983,110889d7-6e0d-455d-a4e4-f04bbf458cb4,"One of these is not an ethical dilemma in midwifery practice ",1,1,"[""Blood transfusion against religious belief"", ""Nursing an abortion case against the nurse's belief and values"", ""Distribution of resources when working with clients in vegetative states "", ""Reductive ANC for all pregnant clients""]","Reductive ANC for all pregnant clients",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
984,65d0886b-b178-4f41-bb82-1544b337d021,"According to Dipreta Brown et al (1998), quality means the following except",1,1,"[""Technical care"", ""Competent care"", ""Relevant care"", ""Safe care""]","Relevant care",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
985,2b248360-41cf-4c38-be9d-439a669a67da,"The abbreviation TQM stands for ",1,1,"[""Total Quality Movement"", ""Total Quality Manoeuvre "", ""Total Quality Management "", ""Test Quality Management ""]","Total Quality Management ",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
986,00d60265-a55f-4916-b600-9fc3b6d662e0,"According to Shaw (1986), the 3 As of quality care stands for the following except _______",1,1,"[""Affordability "", ""Accessibility "", ""Acceptability "", ""Appropriateness ""]","Affordability ",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
987,203dec40-dced-4ff7-8c8b-9d9f1a115239,"According to Shaw (1986), the 3 Es of quality care stands for the following except _______",1,1,"[""Equitable"", ""Equality"", ""Effective "", ""Efficient ""]",Equality,2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
988,b47e9303-0954-494e-8d06-81ca244eb7c6,"One of these is not a step in the nursing care process",1,1,"[""Outcome identification "", ""Evaluation"", ""Nursing care plan"", ""Diagnosing ""]","Nursing care plan",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
989,d2ff8c4e-c96f-411a-98ac-eacbd79051c9,"One of these is not an activity of the Assessing Phase of nursing process",1,1,"[""Collect data"", ""Organize data"", ""Validate data"", ""Analyze data""]","Analyze data",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
990,2fed470a-80ff-41e6-9a70-99e301175353,"All are the activites carried out during the planning phase of nursing process except ______",1,1,"[""Prioritize problems/ diagnosis "", ""Formulate diagnostic statements "", ""Formulate Goals/desired outcoomes"", ""Write nursing intervention  ""]","Formulate diagnostic statements ",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
991,5590f103-12a1-4e1f-9857-a872cdfcd986,"One of these is not a type of assessment in history taking  ",1,1,"[""Initial assessment "", ""Ongoing assessment "", ""Overall assessment "", ""Emergency assessment ""]","Overall assessment ",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
992,ebda668d-f9c8-45c6-af42-7af6df2f52a1,"Clinical examination involves the following except",1,1,"[""Inspection"", ""Palpation"", ""Percussion"", ""Probbing""]",Probbing,2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
993,506abc61-6701-4c65-81f1-2c9ba9049522,"The nursing process has _____ steps",1,1,"[7, 6, 5, 4]",6,2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
994,d0c70e21-7bc5-4e64-87ce-3f7487b123b1,"What is the primary purpose of Good Samaritan laws?",1,1,"[""To encourage healthcare providers to provide substandard care"", ""To promote public safety and protect individuals who render aid in emergencie"", ""To increase the chances of legal repercussions for healthcare providers"", ""To discourage individuals from helping in emergency situations""]","To promote public safety and protect individuals who render aid in emergencie",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
995,8ab162b1-9169-4695-93af-ef0404429029,"Which of the following is NOT an element of negligence in healthcare practice?",1,1,"[""Duty"", ""Breach"", ""Compensation"", ""Harm""]",Compensation,2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
996,aa173130-bf83-4141-8e03-ef84d353ddc6,"What conditions must be met for a healthcare provider to be protected under Good Samarita laws?",1,1,"[""They must expect compensation for their assistance."", ""They must provide aid voluntarily in a non-emergency situation."", ""They must act in good faith and without negligence."", ""They must only provide care within their regular practice setting.""]","They must act in good faith and without negligence.",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
997,2c6254eb-78c3-4038-adca-470b647529a0,"In which situation are healthcare providers generally NOT protected by Good Samaritan laws?",1,1,"[""When they provide aid in an emergency situation"", ""When they act in good faith"", ""When their actions are grossly negligent"", ""When they offer care beyond their training and expertise""]","When their actions are grossly negligent",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
998,daec612c-73dd-47c9-9cd2-6bc4448387e0,"What is the duty of care in healthcare practice?",1,1,"[""A. The obligation to provide care only within one's regular practicesetting"", ""The responsibility to act with gross negligence in patient care"", ""The obligation to provide competent and safe care to patients and clients"", ""The requirement to provide care regardless of one's training and expertise""]","The obligation to provide competent and safe care to patients and clients",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
999,f4fedca0-7aa1-4d87-8d00-5dd02e9ffc77,"What is the primary purpose of qualified immunity for nurses and midwives?",1,1,"[""To provide blanket immunity from all civil lawsuits"", ""To shift all legal claims to individual healthcare providers"", ""To encourage healthcare providers to engage in willful misconduct"", ""To protect healthcare providers from personal liability in civil lawsuits""]","To protect healthcare providers from personal liability in civil lawsuits",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
1000,97007a61-758b-4c21-8c4b-ae35d87868c7,"Under qualified immunity, who is typically the target of legal claims for damages?",1,1,"[""The individual healthcare provider"", ""The healthcare facility or employer"", ""The patient receiving care"", ""The government entity overseeing healthcare""]","The healthcare facility or employer",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
1001,fdceb463-157d-43e1-8ce7-1881e72384ad,"What is one of the exceptions to qualified immunity for healthcare providers?",1,1,"[""Following established standards of care"", ""Willful misconduct or intentional harm"", ""Acting within the scope of their professional duties"", ""Protection from personal liability""]","Willful misconduct or intentional harm",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
1002,0fd81db6-41f7-4f6b-8942-eac71791acd8,"When does sovereign immunity typically apply in the context of healthcare?",1,1,"[""To all healthcare providers, regardless of their employer"", ""To government-run healthcare facilities or government-employedhealthcare providers"", ""To privately-owned healthcare facilities"", ""To healthcare providers in any setting""]","To government-run healthcare facilities or government-employedhealthcare providers",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
1003,d3de6b60-48fd-4f97-8616-45967aa1a639,"What is one of the limitations of sovereign immunity for healthcare providers?",1,1,"[""It provides absolute protection from all legal actions."", ""It applies only to cases involving violations of patient rights."", ""It may not apply in cases of gross negligence or intentional misconduct."", ""It covers personal liability for actions performed outside the scope of employment.""]","It may not apply in cases of gross negligence or intentional misconduct.",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
1004,2845350e-d7b8-4f13-9a5e-d0d25646be08,"What is the fundamental principle underlying informed consent in healthcare?",1,1,"[""Respect for confidentiality"", ""Respect for autonomy"", ""Respect for beneficence"", ""Respect for non-maleficence""]","Respect for autonomy",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
1005,21c52698-0211-4476-b60c-90163447ef5a,"Which element of informed consent requires healthcare providers to disclose relevant information to the patient?",1,1,"[""Patient understanding"", ""Voluntary agreement"", ""Capacity to consent"", ""Disclosure of information""]","Disclosure of information",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
1006,dd14455e-cacf-4a75-bed3-b12214171754,"Informed consent is considered valid when:",1,1,"[""The patient is pressured or coerced into giving consent."", ""The patient fully understands the provided information."", ""The healthcare provider uses complex medical jargon."", ""The patient's decision is made by a legally authorized representative.""]","The patient fully understands the provided information.",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
1007,6e4b33bd-776e-452b-9bed-da2114db5d67,"Under what circumstances can a legally authorized representative provide informed consent on behalf of a patient?",1,1,"[""If the patient is a minor"", ""If the patient is over the age of majority"", ""If the patient is fully competent"", ""If the patient is under no obligation to provide consent""]","If the patient is a minor",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
1008,029e02a6-5bf8-45f6-be0b-4719e2933414,"What is an example of a violation of informed consent principles?",1,1,"[""Using deception to obtain consent"", ""Encouraging patients to ask questions for better comprehension"", ""Providing accurate and honest information to the patient"", ""Respecting the patient's right to change their mind""]","Using deception to obtain consent",2,2,8,0,"2023-09-20 15:27:34","2023-09-20 15:27:34"
